#id arrival runtime priority
434	2129	29	0
435	2133	27	3
436	2143	0	5
437	2151	13	10
438	2160	7	3
439	2169	15	8
440	2173	11	6
441	2175	10	8
442	2177	12	0
443	2182	5	8
444	2190	18	9
445	2198	18	2
446	2208	0	7
447	2210	20	0
448	2220	16	2
449	2221	8	4
450	2230	17	10
451	2235	8	2
452	2235	11	3
453	2235	16	5
454	2243	19	2
455	2249	12	0
456	2255	29	9
457	2257	6	1
458	2259	13	3
459	2261	12	2
460	2267	16	4
461	2271	18	7
462	2277	3	0
463	2286	11	9
464	2288	8	2
465	2292	15	1
466	2296	29	0
467	2296	20	8
468	2298	9	6
469	2303	11	4
470	2308	3	0
471	2315	4	10
472	2319	24	9
473	2323	16	6
474	2323	14	0
475	2325	29	0
476	2328	19	2
477	2329	16	6
478	2338	1	10
479	2341	13	6
480	2348	0	7
481	2355	11	2
482	2361	7	0
483	2363	8	7
484	2371	6	3
485	2379	6	3
486	2385	26	5
487	2393	7	6
488	2396	13	0
489	2396	29	6
490	2403	29	5
491	2406	21	2
492	2409	1	1
493	2412	24	2
494	2420	19	3
495	2420	0	4
496	2421	20	6
497	2426	2	10
498	2426	4	0
499	2436	28	1
500	2441	24	10
501	2449	10	1
502	2459	28	10
503	2468	28	7
504	2477	2	0
505	2487	10	0
506	2490	19	5
507	2498	28	6
508	2505	15	7
509	2510	2	10
510	2515	24	7
511	2519	23	7
512	2524	0	10
513	2526	24	2
514	2534	3	3
515	2542	13	4
516	2548	12	2
517	2548	28	8
518	2553	8	1
519	2554	8	4
520	2563	7	10
521	2568	18	5
522	2578	3	7
523	2585	14	5
524	2595	25	1
525	2597	9	8
526	2601	5	6
527	2607	16	0
528	2608	24	0
529	2610	17	4
530	2614	23	3
531	2618	14	3
532	2625	6	8
533	2626	14	0
534	2632	27	3
535	2640	2	0
536	2645	9	2
537	2654	15	5
538	2662	26	10
539	2670	3	6
540	2680	2	6
541	2681	8	1
542	2685	28	5
543	2695	12	6
544	2705	4	4
545	2705	9	2
546	2706	2	4
547	2709	2	0
548	2715	1	8
549	2721	29	5
550	2731	3	7
551	2736	6	0
552	2742	12	1
553	2743	0	3
554	2748	23	0
555	2758	15	4
556	2768	9	2
557	2772	10	7
558	2776	3	1
559	2777	28	10
560	2783	20	7
561	2784	25	6
562	2785	10	6
563	2785	29	4
564	2786	20	1
565	2786	1	7
566	2790	4	4
567	2794	1	0
568	2794	15	2
569	2804	26	0
570	2813	16	5
571	2817	16	7
572	2825	18	3
573	2828	0	8
574	2833	24	8
575	2839	6	5
576	2842	7	2
577	2847	7	2
578	2850	1	5
579	2855	3	8
580	2858	22	5
581	2867	22	1
582	2870	2	10
583	2874	26	6
584	2876	6	3
585	2884	15	1
586	2887	10	2
587	2892	22	6
588	2897	1	10
589	2907	25	2
590	2915	9	2
591	2915	19	6
592	2915	28	5
593	2923	29	6
594	2926	1	3
595	2930	16	4
596	2935	6	5
597	2941	20	10
598	2942	7	8
599	2942	6	9
600	2942	4	0
601	2945	17	10
602	2952	2	3
603	2952	29	9
604	2958	0	5
605	2965	22	7
606	2974	18	1
607	2977	3	0
608	2980	22	2
609	2989	8	4
610	2994	25	3
611	2999	26	10
612	3003	3	5
613	3008	19	0
614	3010	24	4
615	3015	2	2
616	3016	21	4
617	3018	22	9
618	3018	15	5
619	3020	15	9
620	3027	17	1
621	3035	23	7
622	3042	21	8
623	3044	11	6
624	3044	5	0
625	3046	21	9
626	3051	29	8
627	3058	13	7
628	3063	7	10
629	3073	10	10
630	3080	7	3
631	3088	16	2
632	3091	15	4
633	3100	16	9
634	3104	24	3
635	3106	18	4
636	3107	11	4
637	3114	22	4
638	3117	16	4
639	3118	9	6
640	3118	8	5
641	3121	8	10
642	3125	6	0
643	3131	27	2
644	3133	23	3
645	3138	25	7
646	3145	29	3
647	3145	10	4
648	3147	5	0
649	3153	15	4
650	3154	17	4
651	3158	7	10
652	3161	13	7
653	3165	13	3
654	3169	2	0
655	3176	7	2
656	3178	27	2
657	3181	23	10
658	3187	8	9
659	3193	11	8
660	3203	4	8
661	3206	4	9
662	3206	17	3
663	3213	22	1
664	3222	27	1
665	3231	13	6
666	3231	3	5
667	3232	16	4
668	3241	15	5
669	3248	0	10
670	3253	18	5
671	3253	1	3
672	3262	26	5
673	3272	0	8
674	3281	4	5
675	3291	23	7
676	3294	7	0
677	3302	15	3
678	3303	13	4
679	3307	19	8
680	3310	20	10
681	3316	3	3
682	3324	19	6
683	3326	21	6
684	3336	22	5
685	3338	16	10
686	3347	24	7
687	3354	29	0
688	3354	16	3
689	3356	7	3
690	3364	21	5
691	3371	25	8
692	3380	22	4
693	3382	22	0
694	3390	1	4
695	3391	18	6
696	3391	2	10
697	3396	2	10
698	3402	25	10
699	3411	5	4
700	3412	16	9
701	3417	4	8
702	3417	5	4
703	3421	23	0
704	3425	22	5
705	3432	27	1
706	3432	23	4
707	3442	27	6
708	3451	15	4
709	3460	14	6
710	3460	1	4
711	3469	1	7
712	3474	4	6
713	3481	13	9
714	3487	29	8
715	3496	13	8
716	3504	26	9
717	3505	2	4
718	3511	2	3
719	3521	3	0
720	3525	13	8
721	3531	15	10
722	3533	13	10
723	3541	13	4
724	3545	14	0
725	3545	2	1
726	3553	17	2
727	3557	17	2
728	3563	19	8
729	3572	10	1
730	3582	2	3
731	3587	4	4
732	3592	12	7
733	3596	1	7
734	3602	16	0
735	3608	20	2
736	3613	24	1
737	3620	28	0
738	3628	23	6
739	3633	14	8
740	3640	25	3
741	3650	19	6
742	3651	26	7
743	3660	4	5
744	3663	28	4
745	3667	13	4
746	3673	26	9
747	3679	23	8
748	3685	0	2
749	3695	19	5
750	3703	14	6
751	3703	28	1
752	3708	18	10
753	3718	18	10
754	3721	3	4
755	3728	10	5
756	3737	19	0
757	3745	22	0
758	3750	23	9
759	3755	17	1
760	3765	1	0
761	3768	13	7
762	3770	26	5
763	3780	14	10
764	3788	17	10
765	3789	5	0
766	3795	7	6
767	3799	0	7
768	3804	13	1
769	3805	1	6
770	3807	0	5
771	3809	15	3
772	3816	25	4
773	3816	12	5
774	3826	17	6
775	3835	0	4
776	3843	28	0
777	3844	13	2
778	3853	24	7
779	3861	1	4
780	3862	15	0
781	3867	12	9
782	3875	29	1
783	3875	15	10
784	3878	10	7
785	3887	5	5
786	3889	15	8
787	3889	7	3
788	3891	26	2
789	3898	27	3
790	3907	4	3
791	3917	4	6
792	3925	2	3
793	3932	15	0
794	3938	6	7
795	3938	14	0
796	3942	8	1
797	3952	1	2
798	3954	17	0
799	3959	15	5
800	3965	12	10
801	3974	7	8
802	3976	23	4
803	3979	3	7
804	3982	25	4
805	3991	18	9
806	4000	3	5
807	4009	8	10
808	4018	18	7
809	4027	18	10
810	4029	10	0
811	4039	9	0
812	4046	29	6
813	4056	13	9
814	4062	24	6
815	4071	17	1
816	4078	13	2
817	4088	4	2
818	4097	5	3
819	4103	5	7
820	4108	0	6
821	4113	25	0
822	4116	16	7
823	4125	28	6
824	4131	16	7
825	4141	29	6
826	4141	8	4
827	4141	5	6
828	4141	13	9
829	4145	6	6
830	4154	5	5
831	4159	22	3
832	4164	4	6
833	4165	19	0
834	4170	17	9
835	4172	8	5
836	4180	18	6
837	4181	20	6
838	4187	14	4
839	4189	11	7
840	4197	29	3
841	4197	9	1
842	4200	21	3
843	4207	26	0
844	4214	7	3
845	4217	11	5
846	4223	25	5
847	4224	23	3
848	4231	3	2
849	4241	8	4
850	4247	5	3
851	4254	8	7
852	4262	6	1
853	4272	22	5
854	4282	23	6
855	4285	19	6
856	4291	15	4
857	4301	13	2
858	4301	0	5
859	4303	29	9
860	4310	0	9
861	4318	9	10
862	4321	17	0
863	4325	0	0
864	4335	21	4
865	4338	6	0
866	4345	15	0
867	4346	15	4
868	4347	10	1
869	4353	5	7
870	4355	21	7
871	4356	19	3
872	4356	29	5
873	4356	4	5
874	4366	1	4
875	4367	19	4
876	4368	10	8
877	4378	20	10
878	4382	19	1
879	4385	4	5
880	4395	13	2
881	4401	6	9
882	4408	14	6
883	4410	27	5
884	4417	16	4
885	4426	10	1
886	4428	14	8
887	4436	6	3
888	4441	20	10
889	4445	27	0
890	4453	10	3
891	4463	1	7
892	4471	7	9
893	4472	9	9
894	4478	15	9
895	4486	0	9
896	4496	0	9
897	4501	1	8
898	4510	17	9
899	4516	6	0
900	4520	18	1
901	4527	7	5
902	4528	22	8
903	4536	8	10
904	4543	15	7
905	4548	22	3
906	4549	25	9
907	4559	4	1
908	4564	24	7
909	4565	22	7
910	4575	7	4
911	4576	18	0
912	4582	5	2
913	4583	14	5
914	4593	19	2
915	4599	13	7
916	4606	6	9
917	4611	22	3
918	4615	5	7
919	4616	21	4
920	4622	13	5
921	4622	15	1
922	4631	28	10
923	4641	28	1
924	4643	18	1
925	4647	13	2
926	4656	6	4
927	4661	18	4
928	4670	0	8
929	4673	12	2
930	4680	8	4
931	4690	29	8
932	4691	0	5
933	4700	8	3
934	4710	17	10
935	4719	6	0
936	4728	9	9
937	4728	9	2
938	4731	23	10
939	4731	24	4
940	4731	18	6
941	4735	20	7
942	4745	11	4
943	4749	10	0
944	4755	17	9
945	4760	27	10
946	4765	1	10
947	4769	28	2
948	4773	9	1
949	4774	2	5
950	4779	6	1
951	4779	18	9
952	4784	3	6
953	4793	17	0
954	4800	14	3
955	4804	28	3
956	4807	19	0
957	4807	0	10
958	4807	26	10
959	4808	23	10
960	4812	25	8
961	4817	10	10
962	4821	23	10
963	4829	18	6
964	4835	11	5
965	4844	4	8
966	4844	17	5
967	4844	1	4
968	4852	23	7
969	4859	2	0
970	4865	28	9
971	4868	15	5
972	4868	28	7
973	4868	17	6
974	4872	8	1
975	4879	4	9
976	4881	9	9
977	4888	9	6
978	4897	10	4
979	4902	5	3
980	4905	4	4
981	4915	5	0
982	4918	26	9
983	4926	25	4
984	4929	27	6
985	4931	1	4
986	4940	12	0
987	4946	13	7
988	4947	2	9
989	4952	29	5
990	4960	25	7
991	4962	25	10
992	4962	14	0
993	4972	1	2
994	4975	20	5
995	4982	28	3
996	4991	7	6
997	5000	19	1
998	5003	27	7
999	5013	18	4
1000	5017	14	5
1001	5026	15	3
1002	5034	6	2
1003	5043	6	0
1004	5052	24	9
1005	5055	18	10
1006	5062	4	9
1007	5062	1	3
1008	5063	16	9
1009	5069	7	8
1010	5078	15	5
1011	5079	16	1
1012	5081	5	7
1013	5085	10	3
1014	5087	26	10
1015	5088	5	4
1016	5088	15	5
1017	5097	15	3
1018	5098	26	3
1019	5106	20	0
1020	5112	3	10
1021	5121	16	10
1022	5129	8	4
1023	5134	15	6
1024	5140	17	7
1025	5145	17	9
1026	5154	22	5
1027	5156	23	1
1028	5159	17	7
1029	5163	1	6
1030	5167	8	2
1031	5169	22	0
1032	5170	7	10
1033	5175	20	10
1034	5176	29	4
1035	5182	0	6
1036	5186	1	10
1037	5195	8	10
1038	5203	22	7
1039	5205	28	4
1040	5211	19	2
1041	5219	9	10
1042	5226	6	4
1043	5232	17	1
1044	5235	21	4
1045	5241	15	2
1046	5242	26	8
1047	5243	17	4
1048	5252	9	2
1049	5258	14	3
1050	5266	6	8
1051	5274	20	2
1052	5281	25	8
1053	5290	8	7
1054	5298	6	3
1055	5300	29	7
1056	5304	4	2
1057	5305	4	4
1058	5309	0	1
1059	5313	24	2
1060	5320	17	8
1061	5322	18	0
1062	5324	10	10
1063	5324	2	2
1064	5329	12	8
1065	5336	25	8
1066	5339	11	0
1067	5343	0	0
1068	5349	8	0
1069	5357	13	3
1070	5367	26	2
1071	5372	8	8
1072	5377	26	0
1073	5381	20	8
1074	5385	7	2
1075	5387	7	10
1076	5397	27	9
1077	5405	12	7
1078	5413	23	8
1079	5419	8	4
1080	5426	3	3
1081	5436	16	5
1082	5441	19	8
1083	5444	25	10
1084	5444	24	3
1085	5447	24	5
1086	5447	24	7
1087	5456	28	3
1088	5459	24	4
1089	5459	21	2
1090	5461	18	0
1091	5465	28	1
1092	5472	7	7
1093	5476	10	5
1094	5478	25	8
1095	5483	11	1
1096	5492	0	1
1097	5497	27	8
1098	5503	0	2
1099	5512	27	0
1100	5512	29	5
1101	5521	10	8
1102	5529	24	3
1103	5534	28	3
1104	5542	28	2
1105	5547	17	2
1106	5554	7	2
1107	5560	12	9
1108	5563	20	9
1109	5568	3	5
1110	5571	21	3
1111	5578	0	6
1112	5580	26	5
1113	5585	19	6
1114	5593	4	10
1115	5602	29	6
1116	5602	19	0
1117	5603	29	10
1118	5613	19	0
1119	5619	7	2
1120	5619	4	2
1121	5623	8	0
1122	5631	1	5
1123	5631	12	4
1124	5637	8	1
1125	5640	19	3
1126	5649	12	8
1127	5658	24	10
1128	5664	0	2
1129	5671	29	9
1130	5680	4	9
1131	5689	13	2
1132	5698	7	9
1133	5702	24	9
1134	5708	18	5
1135	5715	25	10
1136	5723	16	3
1137	5728	14	7
1138	5730	7	9
1139	5735	1	5
1140	5738	7	10
1141	5748	8	8
1142	5748	27	1
1143	5755	29	5
1144	5760	3	2
1145	5760	15	3
1146	5768	24	1
1147	5768	13	8
1148	5774	17	8
1149	5776	11	3
1150	5783	2	6
1151	5787	23	6
1152	5788	0	4
1153	5788	2	4
1154	5791	12	10
1155	5795	21	0
1156	5800	18	10
1157	5806	25	3
1158	5807	11	7
1159	5815	22	6
1160	5815	13	6
1161	5819	16	3
1162	5829	16	1
1163	5832	24	5
1164	5837	14	2
1165	5842	3	8
1166	5845	0	1
1167	5847	9	3
1168	5850	18	0
1169	5850	14	10
1170	5856	20	4
1171	5857	6	3
1172	5861	1	1
1173	5864	20	8
1174	5873	6	8
1175	5882	10	10
1176	5889	9	7
1177	5895	18	8
1178	5902	14	10
1179	5909	13	10
1180	5913	19	7
1181	5920	20	9
1182	5930	15	0
1183	5939	14	3
1184	5943	10	0
1185	5943	15	1
1186	5953	5	3
1187	5957	28	7
1188	5958	19	6
1189	5968	19	3
1190	5975	5	6
1191	5978	5	8
1192	5978	28	4
1193	5978	0	1
1194	5979	11	7
1195	5989	2	0
1196	5989	28	8
1197	5990	12	10
1198	5999	3	9
1199	6003	18	1
1200	6009	4	9
1201	6019	3	2
1202	6025	22	3
1203	6035	24	0
1204	6035	29	2
1205	6042	6	3
1206	6047	24	2
1207	6049	4	6
1208	6051	15	9
1209	6060	3	9
1210	6070	4	7
1211	6079	15	6
1212	6079	9	4
1213	6083	2	1
1214	6087	8	9
1215	6093	7	5
1216	6103	14	1
1217	6104	20	8
1218	6109	0	2
1219	6110	4	10
1220	6120	13	1
1221	6126	3	1
1222	6126	9	7
1223	6128	28	10
1224	6129	14	2
1225	6139	26	8
1226	6141	19	0
1227	6143	21	1
1228	6153	8	4
1229	6155	19	5
1230	6156	6	5
1231	6156	23	4
1232	6158	23	3
1233	6165	4	4
1234	6172	7	9
1235	6179	14	8
1236	6184	3	6
1237	6187	19	2
1238	6191	28	3
1239	6199	24	5
1240	6201	16	7
1241	6206	9	3
1242	6215	25	7
1243	6225	11	3
1244	6228	16	0
1245	6230	2	3
1246	6238	5	0
1247	6242	2	8
1248	6246	5	5
1249	6253	0	1
1250	6263	5	10
1251	6270	11	4
1252	6278	23	2
1253	6280	10	3
1254	6285	24	3
1255	6288	26	8
1256	6295	4	7
1257	6300	0	9
1258	6303	5	4
1259	6311	27	7
1260	6318	18	8
1261	6324	13	5
1262	6332	6	10
1263	6340	20	4
1264	6341	1	1
1265	6345	28	9
1266	6355	5	3
1267	6361	25	0
1268	6365	0	0
1269	6373	27	6
1270	6375	2	0
1271	6385	25	1
1272	6389	13	8
1273	6391	15	6
1274	6397	11	8
1275	6404	10	1
1276	6409	14	0
1277	6415	20	5
1278	6421	14	9
1279	6426	17	10
1280	6426	5	8
1281	6435	29	10
1282	6443	24	7
1283	6448	14	4
1284	6457	23	0
1285	6462	1	0
1286	6468	18	8
1287	6474	27	0
1288	6484	19	7
1289	6490	9	9
1290	6496	8	2
1291	6497	4	3
1292	6506	2	7
1293	6511	8	1
1294	6521	13	2
1295	6531	9	9
1296	6540	25	9
1297	6546	14	2
1298	6553	8	1
1299	6556	15	4
1300	6556	23	4
1301	6558	13	5
1302	6562	2	0
1303	6562	3	10
1304	6563	24	5
1305	6566	16	5
1306	6566	18	9
1307	6573	6	6
1308	6582	15	1
1309	6592	7	2
1310	6593	20	9
1311	6599	21	6
1312	6608	10	1
1313	6615	25	10
1314	6621	21	8
1315	6630	28	3
1316	6631	25	5
1317	6639	16	2
1318	6641	20	7
1319	6644	19	2
1320	6647	21	8
1321	6648	28	1
1322	6653	28	1
1323	6657	2	7
1324	6660	1	4
1325	6669	10	3
1326	6670	20	1
1327	6674	14	7
1328	6681	19	8
1329	6684	6	9
1330	6687	20	10
1331	6687	16	5
1332	6697	15	10
1333	6706	3	0
1334	6712	29	5
1335	6722	13	7
1336	6722	29	0
1337	6724	7	1
1338	6731	4	2
1339	6735	28	4
1340	6738	4	0
1341	6738	4	4
1342	6743	19	2
1343	6747	23	4
1344	6751	2	7
1345	6759	15	9
1346	6763	24	0
1347	6767	15	6
1348	6772	13	10
1349	6777	0	2
1350	6786	18	10
1351	6793	28	3
1352	6793	21	8
1353	6793	24	10
1354	6797	3	5
1355	6798	26	0
1356	6806	5	6
1357	6814	22	10
1358	6817	21	1
1359	6817	23	7
1360	6819	24	4
1361	6829	0	9
1362	6831	11	0
1363	6840	20	5
1364	6848	28	3
1365	6851	6	7
1366	6852	19	6
1367	6857	19	8
1368	6861	23	3
1369	6866	17	3
1370	6876	23	1
1371	6877	21	7
1372	6877	1	1
1373	6886	19	6
1374	6889	22	4
1375	6893	13	0
1376	6893	7	6
1377	6898	12	7
1378	6898	29	10
1379	6901	25	3
1380	6907	9	9
1381	6915	20	1
1382	6917	20	7
1383	6920	8	9
1384	6929	29	7
1385	6930	20	7
1386	6931	27	7
1387	6936	5	0
1388	6937	20	7
1389	6947	24	7
1390	6949	12	5
1391	6949	29	5
1392	6959	15	4
1393	6966	5	2
1394	6969	1	2
1395	6979	11	6
1396	6984	3	10
1397	6994	18	9
1398	7002	16	6
1399	7006	19	4
1400	7016	29	9
1401	7018	25	9
1402	7025	4	1
1403	7026	28	5
1404	7027	18	7
1405	7030	25	9
1406	7039	26	2
1407	7048	28	10
1408	7053	6	8
1409	7062	10	3
1410	7064	7	0
1411	7065	6	6
1412	7075	18	0
1413	7084	27	0
1414	7087	19	3
1415	7096	14	3
1416	7103	18	7
1417	7110	5	7
1418	7116	3	5
1419	7117	2	6
1420	7119	10	5
1421	7121	18	5
1422	7127	25	2
1423	7134	15	10
1424	7141	9	9
1425	7149	7	10
1426	7158	21	9
1427	7161	24	2
1428	7161	20	0
1429	7164	23	5
1430	7173	24	10
1431	7177	12	6
1432	7184	14	10
1433	7193	17	10
1434	7202	20	1
1435	7207	11	1
1436	7211	7	4
1437	7211	28	6
1438	7211	27	10
1439	7211	16	4
1440	7214	7	10
1441	7217	28	8
1442	7226	17	10
1443	7232	2	8
1444	7237	23	9
1445	7242	17	9
1446	7246	14	5
1447	7255	0	5
1448	7257	12	3
1449	7258	21	7
1450	7261	15	7
1451	7264	3	9
1452	7273	26	5
1453	7279	27	2
1454	7280	5	4
1455	7290	22	3
1456	7298	3	4
1457	7298	12	3
1458	7304	22	1
1459	7313	7	2
1460	7316	20	4
1461	7324	26	9
1462	7328	7	10
1463	7338	13	6
1464	7348	17	7
1465	7352	1	10
1466	7359	28	8
1467	7368	16	2
1468	7378	14	7
1469	7379	19	2
1470	7380	11	9
1471	7383	25	7
1472	7393	7	0
1473	7402	19	9
1474	7406	9	9
1475	7415	17	7
1476	7423	14	10
1477	7428	14	5
1478	7433	18	2
1479	7434	7	9
1480	7435	25	4
1481	7444	27	9
1482	7447	0	4
1483	7448	0	0
1484	7458	8	3
1485	7467	7	0
1486	7470	13	1
1487	7472	19	10
1488	7478	9	6
1489	7486	3	10
1490	7490	2	4
1491	7498	3	1
1492	7503	17	6
1493	7512	29	9
1494	7520	8	5
1495	7520	8	9
1496	7529	23	10
1497	7539	13	3
1498	7547	17	2
1499	7548	11	10
1500	7549	13	8
1501	7554	6	2
1502	7559	14	8
1503	7559	28	4
1504	7567	16	0
1505	7569	9	3
1506	7578	9	7
1507	7586	15	5
1508	7587	27	6
1509	7588	3	3
1510	7597	1	5
1511	7601	2	2
1512	7605	10	2
1513	7606	3	0
1514	7612	2	7
1515	7616	7	0
1516	7622	27	3
1517	7624	27	6
1518	7631	6	3
